,review,label,clean
31907,"Barang cepat sampai, 2 hari sampai di Surabaya. Barang original, dan bagus. Terima kasih Lazada & CX Shop.",Positive,barang cepat surabaya barang original bagus terima kasih lazada cx shop
31910,Pembelian pertama di lazada. Barang sdh di terima dengan baik dan sampai lebih cepat dr waktu yg di perkirakan. Terima kasih,Positive,beli lazada barang sudah terima cepat dari yang kira terima kasih
31918,Saya pesen flash disk 32 giga dikirimnya 16 giga bagaimana ini gan...,Negative,sen flash disk giga kirim giga juragan
31919,Unit tidak berpungsi dan terbaca sama sekali oleh komputer.,Negative,unit pungsi baca komputer
31922,"Pesan tanggal 30/05 sampai tanggal 14/06, cukup lama nunggunya tapi sepertinya barangnya as total space 28,6gb",Positive,pesan tangal tangal nungunya barang as total space gb
31926,barang tdk berfungsi bagaimana cara return,Negative,barang tidak fungsi return
31937,"barang bagus, smoga awet",Positive,barang bagus semoga awet
31940,pengiriman cepat. produknya fungsi dan ori,Positive,kirim cepat produk fungsi original
31943,sudah sampai pengiriman cepat. belum di coba jadi 4 dulu,Positive,kirim cepat coba
31944,barangnya sesuai pesanan tp pengiriman agak lambat,Positive,barang sesuai pesan tetapi kirim lambat
31949,lumayan. tp barang belom ei coba,Positive,lumayan tetapi barang bom ei coba
31955,Terimaksih barang sampe dengan aman dan packingan rapih terimaksih..,Positive,terima kasih barang sampai aman packingan rapi terima kasih
31961,Sesuai pesanan. Packing akan lebih baik jika ditambah buble wrap. Good condition,Positive,sesuai pesan packing tambah buble wrap god kondisi
31966,"packing bagus, pengiriman cepat sampai, barang bagus semoga barang awet",Positive,packing bagus kirim cepat barang bagus moga barang awet
32103,barang sesuai gambar.  transfer data juga cepat,Positive,barang sesuai gambar transfer data cepat
32104,Bagus sesuai dengan spesifikasi.,Positive,bagus sesuai spesifikasi
32105,"Tolong di bantu dong,cara kredit tanpa kartu kredit gmna y ?minat si cuma masih bingung",Positive,tolong bantu kredit kartu kredit bagaimana iya minat sih bingung
32107,Gan..boleh tau ga lokasi toko di mana..,Negative,juragan tahu tidak lokasi toko
32108,Gan saya mau nyicil bisa gak??,Negative,juragan mencicil tidak
32109,Bisa kredit ga,Negative,kredit tidak
32110,Boleh nggak kalau misalkan credit,Negative,tidak credit
32111,Samsung,Negative,samsung
32112,Bs kredit,Negative,bisa kredit
32125,thx lazada kiriman flashdisknya 2 hari sampai di tangan pake LEX barang langsung di coba oke merk sandisk + OTG,Positive,terimakasih lazada kirim flashdisknya tangan pakai lex barang langsung coba oke merk sandisk otg
32127,sesuai dengan harapan,Positive,sesuai harap
32130,Bagus barang sesuai dengan apa yg dideskripsi,Positive,bagus barang sesuai yang deskripsi
32134,Barang sudah d terima..... pengiriman oke..... barang oke..... berfungsi semua..... tanxz ya....,Positive,barang ada terima kirim oke barang oke fungsi tanxz iya
32137,Sesuai keinginan. Good product... Thanks !,Positive,sesuai god produk terimakasih
32138,"Fd dan kabelnya bisa, tapi kapasitasnya cuma 7,28",Positive,fd kabel kapasitas
32139,"Barang sampai hari ini gann/sist  ,  mantab pokoknya , 5hari kerja",Positive,barang gansist mantap pokok kerja
32141,paket datang 5 hari. barang lengkap. bagus. dikirim ke Kuta - Bali,Positive,paket barang lengkap bagus kirim kuta bal
32142,Kabel OTG tidak work,Negative,kabel otg bekerja
32144,"Sangat puas, barang oke pengiriman sangatbcepat  Thanks",Positive,puas barang oke kirim sangatbcepat terimakasih
32168,nicee,Positive,nice
32186,Pesanan saya kok lama banget sampainya.....,Positive,pesan banget sampai
32192,Biar bintang yg bicara,Positive,biar bintang yang bicara
32193,"Lumayan, cocok, normal",Positive,lumayan cocok normal
32195,pengiriman sesuai pas sm estimasinya..wlw lm menanti..wkwkwk,Positive,kirim sesuai pas sama estimasi wlw lm wkwkwk
32196,Hanya kirimannya agak lama,Positive,kirimanya
32201,flashdisknya kurang kuat alias cepat longgar dari kulit luarnya,Positive,flashdisknya kuat alias cepat longar kulit luar
32203,Lumayan kwalitas ya...dan saya sengaja kasih 3 bintang.,Positive,lumayan kwalitas iya sengaja kasih bintang
32204,lagi butuh banget flashdisk ukuran besar dengan harga terjangkau. aviiq cuman 99ribu trims lazada!,Positive,butuh banget flashdisk ukur harga jangkau aviq cuma ribu terima kasih lazada
32217,Status sudah dikirim tapi kok belum sampai ya,Positive,status kirim iya
32219,"Status sudah dikirim, tapi deskripsi nya baru di terima sama penjual, tapi saya blom nerima barang nya nih, dah lewat dari tgl perkiraan, harusnya terakhir tgl 30 sekarang dah 31",Negative,status kirim deskripsi nya terima jual belum menerima barang nya ini sudah tanggal kir tanggal sudah
32220,"semoga cepet sampai, dan semoga bener² real 32gb",Negative,moga cepat moga benar real gb
32222,Produk bagus..sesuai dengan deskripsi produk..,Positive,produk bagus sesuai deskripsi produk
32224,"barang sesuai dg gambar kesalahan di saya yaitu salah baca saya kira 64GB eh ternyata 64MB, SANGAT KECEWA SEKALI DAN SANGAN MENYESAL BOLEH TUKAR GAK",Positive,barang sesuai dengan gambar salah salah baca gb eh mbak kecewa sangan sesal tukar tidak
32225,"Jaman skrng msh ada yg jual FD 64M. Ente, cari duit dng cara gini. Klo msh nempel nih iklan ane blow up ke mesos sama media cetak.",Negative,jaman sekarang masih yang jual fd sama ente cari duit dengan gin kalau masih menempel ini iklan saya blow up mesos media cetak
32226,"sdh sy return gan, salah order, direfund aja ya,thx . Mohon ditransfer ke rekening bank mandiri cabang TMII Jakarta,an. Dedy Acct. 1290007951714",Negative,sudah saya return juragan salah order direfund saja iya terimakasih mohon transfer rekening bank mandiri cabang tmi jakarta an dedy act
32227,"Edisi salah baca, kirain 64 Giga.. ternyata 64 Mb... -.-' But, yes oke, barang bagus, packing oke, thanks Lazada",Positive,edisi salah baca mengira giga mbak but iya oke barang bagus packing oke terimakasih lazada
32228,Transfer data oke..kapasitas ???,Positive,transfer data oke kapasitas
32229,edisi salah baca...saya kira 64 gb ternyata 64 mb....sangat kecewa,Negative,edisi salah baca gb mbak kecewa
32230,Janhan di beli,Negative,janhan beli
32233,"Salah lihat deh, trnyata bkn Gb tp Mb :(",Negative,salah lihat deh ternyata bukan gb tetapi mbak
32234,aduhh... edisi salah liat kirain 64gb ternyata 64mb ... nyeseellll bangettttttttttttttt,Negative,aduh edisi salah lihat mengira gb mbak menyesal banget
32235,Bagaimana cara membatalkan pesanan barang tersebut ?,Positive,batal pesan barang
32251,emang benar 64mb bukan gigabyte ya syukuuurin aja lah,Negative,memang mbak gigabyte iya syukurin saja
32253,"klu boleh jangan di jual lagi produk ini, kasian yg lain, pasti sama dengan saya edisi salah lihat",Negative,kalau jual produk kasih yang edisi salah lihat
32255,"Nyesel saya, salah lihat kalo ternyata satuannya MEGA byte...",Negative,menyesal salah lihat kalau satuanya mega byte
32287,Produk tidak sesuai dengan gambar.. Yang diterima LCD maupun menu berbeda 100%,Negative,produk sesuai gambar terima lcd menu beda
32293,Begitu sesuai dengan harga,Positive,sesuai harga
32296,not recomended,Negative,not recomended
32321,Produk Ini sangat bermanfaat bagi saya saat menambahkan HDD atau SSD pada Laptop dengan performan yang sangat bagus.,Positive,produk bermanfat saat hd sd laptop forman bagus
32326,So far found ok,Positive,jadi far found oke
32337,"udh sampe, cepet bgt pesan pagi, mlamnya smpe.. udh dicoba dan aman, kirain hard panel, trnyata masih soft, tapi kualitasnya bagus.. mksh..",Positive,sudah sampai cepat banget pesan pagi mlamnya sampai sudah coba aman mengira hard panel ternyata soft kualitas bagus terimakasih
32362,"barangnya sudah sampai tepat waktu,sdh di coba jga.syang produk nya di buat dari Malaysia ,bukan dari Thailand soalnya di gambar pembeli sebelum nya dari Thailand jadi sy ksh bintang 4 karna dsini ada perbedaan barang",Positive,barang sudah coba juga sayang produk nya malaysia thailand gambar beli nya thailand saya kasih bintang karena disini bedan barang
32363,"Alhamdulillah, datang lebih cepat dari dugaan. Barang sampai dlm keadaan baik dan dikemas dg baik pula. Terima kasih banyak.",Positive,alhamdulillah cepat dugan barang dalam adan kemas dengan terima kasih
32365,barang lumayan. pengiriman cepat. terima kasih lazada,Positive,barang lumayan kirim cepat terima kasih lazada
32379,"Barang blm di coba, packing plastik dalam nya pecah. Semoga berfungsi dgn baik",Positive,barang belum coba packing plastik nya pecah moga fungsi dengan
32424,Cukup puas,Positive,puas
32430,"Great, it's like what I expected.",Positive,great its like apa i expected
32450,berfungi dengan baik,Negative,fungi
32457,flashdisk tidak berfungsi dengan baik...ga bs digunakan.intinya kecewa .,Negative,flashdisk fungsi tidak bisa inti kecewa
32467,"pengiriman cepat paketan rapi, setelah saya coba kecewa habis copy paste hari ini baik2 saja setlah dua hari filenya ngga bisa di buka  bagaimana ini solusinya sudah",Negative,kirim cepat paket rapi coba kecewa habis copy paste set filenya tidak buka solusi
32470,barang sampe sekitar 1 minggu setelah pemesanan. pas dateng langsung di coba dan file yg dipindah di flashdisk ini langsung rusak sua ga bisa di buka. maaf tapi kalau jualan itu yg bener jangan merugikan konsumen.,Negative,barang sampai minggu mesan pas datang langsung coba file yang pindah flashdisk langsung rusak sua tidak buka maaf jual yang benar rugi konsumen
32471,"Lazada yg terhormat, Barang yang kami terima ternyata tidak sesuai dengan yang kami order, kami order flashdisk sedangkan yang datang perangkat untuk galon minuman. Gimana ya?",Negative,lazada yang hormat barang terima sesuai order order flashdisk perangkat galon minum bagaimana iya
32473,"cepat, rapi sesuai dgn pesanan",Positive,cepat rapi sesuai dengan pesan
32474,barang tdk bisa dipakai,Negative,barang tidak pakai
32498,"Hi We are not receive the TV, but you remarked that goods already received.",Negative,hai we are not receive the televisi but kamu remarked that gods already received
32502,"Narang sama sekali gak kepake, rusak",Negative,narang tidak terpakai rusak
32503,File music mp3 ndak bisa kebaca dan diputar ..diplayer mobil,Negative,file musik mp tidak baca putar diplayer mobil
32512,Flashdish gk bisa digunakan alias rusak gk bisa menyimpan lagu2 Mp3 ataupun Mp4. Kecewa Belanja di sini..!!!,Negative,flashdish tidak alias rusak tidak simpan lagu mp mp kecewa belanja
32513,"pengiriman cepat. tapi sayang barang datang tdk sesuai. handfree rusak flashdisk trtulis 16gb, tp yg dikirim 8gb.  kurang baik pengalaman buruk. sangat di sayangkan lampu dan otg normal.",Negative,kirim cepat sayang barang tidak sesuai handfre rusak flashdisk trtulis gb tetapi yang kirim gb alam buruk sayang lampu otg normal
32515,PESAN 2 YG DIKIRIM CUMA 1. SUDAH MINTA UNTUK DIKIRIM KEKURANGANNYA.. BILANGNYA MAU DIKIRIM.. BEGITU DITANYA BERBELIT BELIT... JANGAN BELI DISINI. MERUGIKAN CUSTOMER!!,Negative,pesan yang kirim kirim kekurangannya bilang kirim belit belit beli rugi customer
32517,PESAN 2 KENAPA DIKIRIM 1???,Negative,pesan kirim
32518,"terimakasih lazada saya suka tapi flash disk nya belum saya coba, kalau bonus nya sudah smua nya berfungsi dengan baik. terimakasih. kurir nya baik ramah",Negative,terimakasih lazada suka flash disk nya coba bonus nya semua nya fungsi terimakasih kurir nya ramah
32521,"barang lumayan sesuai harga . flasdisknya kebaca tpi belum di coba untuk mnyimpan data , tpi sayang headset nya cuman nyala sebelah",Positive,barang lumayan sesuai harga flasdisknya baca tapi coba mnyimpan data tapi sayang headset nya cuma nyala belah
32523,Kecewa  Baru kali ini belanja di lazada benar2 kecewa brang yg di kirim rusak alias gk berfungsi...😤😤😤,Negative,kecewa kali belanja lazada kecewa brang yang kirim rusak alias tidak fungsi
32530,earphone.nya ga berfungsi over all is okaayy,Positive,earphone nya tidak fungsi over al is okay
32537,"yg lain oke, kabel otg gak fungsi...",Negative,yang oke kabel otg tidak fungsi
32551,"maaf ,,kecewa skli..flashdisk tdk bs digunakan",Negative,maaf kecewa sekali flashdisk tidak bisa
32552,"Isi completed cmn flashdisk yg sya dpt cmn 8gb ,,, thx semua ,,,",Positive,isi completed cuman flashdisk yang saya dapat cuman gb terimakasih
32554,"usb oke lah,lampu LED dpt 3 blm kepakai sdh rusak tutupnya lepas...😊",Positive,usb oke lampu led dapat belum pakai sudah rusak tutup lepas
32555,"kapasitas flashdisk yang ke pake system nya terlalu besar,tapi bagus lah,bonus nha juga komplit",Positive,kapasitas flashdisk pakai system nya bagus bonus nya komplit
32557,Sering eject sendiri dan tidak bisa untuk copy.,Negative,eject copy
32559,. flashdisk baru 2 hari udah rusak di format di GDB tidak bisa malah lemot laptop,Negative,flashdisk sudah rusak format gdb lot laptop
32561,OTG nya tidak berfungsi,Positive,otg nya fungsi
32564,"not rekomendasi, tidak cocok untuk alat penyimpanan mp3 guna mobil",Positive,not rekomendasi cocok alat simpan mp mobil
32569,"alhmdulillah bagus. walau cuma 15,2 gb.  tapi lumayan lah",Positive,alhmdulilah bagus gb lumayan
32574,masa file nya gak bisa kebuka.. tapi gpp lah untuk pengiriman ok sih..lebih cepat makasih ya,Positive,file nya tidak buka gp kirim oke sih cepat terimakasih iya
32688,"thx,barang telah diterima dlm keadaan normal. tapi knp kemasan digunting/dibuka bos,jadinya seperti barang second ?!",Positive,terimakasih barang terima dalam adan normal kenapa kemas diguntingdibuka bos barang second
32691,Berfungsi sesuai kegunaan,Positive,fungsi sesuai gun
32692,Transfer speed isn't as fast as what I expected for USB 3.0,Negative,transfer sped isnt as fast as apa i expected untuk usb
32698,"FD befungsi dgn baik, packing rapih thanks",Positive,fd befungsi dengan packing rapi terimakasih
32701,"flashdisk ga beres. ngetes copy film dari laptop ke fd trus pindahin ke laptop lain, itu film jadi eror. padahal play di laptop yg pertama, ga ada masalah. coba beberapa film sama semua begitu. kecewa lah",Negative,flashdisk tidak beres ngetes copy film laptop fd terus pindahin laptop film eror play laptop yang tidak coba film kecewa
32704,blm dcoba,Negative,belum dcoba
32709,"Overall barangnya bagus, tf data cepet. Recomend untuk yg nyari casing hdd 2.5"", barang bagus harga juga bersahabat. Puas pokoknya 👍👍👍",Positive,overal barang bagus tf data cepat recomend yang mencari casing hd barang bagus harga sahabat puas pokok
32710,barang berfungsi pada awalnya namun stelah 1 hari pemakaian rusak,Negative,barang fungsi setelah pakai rusak
32724,"nyessel bgt ,ternyata rusak parah",Negative,menyesal banget rusak parah
32725,warnaya enda sesuai pesanan,Positive,warnaya enda sesuai pesan
32728,"barang  ga ok ,,barang nya cuma punsi tapi ga bsa nyimpen data/ DLL,,,",Negative,barang tidak oke barang nya punsi tidak bisa menyimpan data dulu
32729,Otg nya langsung On saat disambung ke Android. Thanks,Positive,otg nya langsung on saat sambung android terimakasih
32735,Kecewa bgt. ..pesen warna mica tapi yang datang Tah warna apaaa..beda kali,Negative,kecewa banget sen warna mica kakak perempuan warna beda kali
32736,"Barang bagus,file juga nggak corrupt,aman aman aja pokoknya..",Positive,barang bagus file tidak corupt aman aman saja pokok
32742,"Barang telah kami terima terlambat 1 hari dari tanggal yang diinformasikan (melebihi batas tanggal yg telah tertera), kualitas barang pesanan sangat baik dan masih baru plus dengan bonus hadiah yang ditawarkan. #thanks for lazada",Positive,barang terima lambat tangal dinformasikan lebih batas tangal yang tera kualitas barang pesan plus bonus hadiah tawar untuk lazada
